,Topik 1,Topik 2,Topik 3
pelajaran,0.0007253963953574675,7.155507613792686e-06,0.001399530687636113
pelajari,6.648390053538417e-06,7.126165680848661e-06,4.039296302041051e-05
pelajarsantri,3.9890339836250435e-05,7.126165698464671e-06,6.732160596775109e-06
pelakasanaan,6.6483900503473325e-06,7.126165677166029e-06,4.0392963027120846e-05
pelaksanaan,9.72901991282561e-05,7.1326942918205725e-06,0.000487175730283172
pelaksanaannya,6.648390066483143e-06,7.126165695786056e-06,4.039296299319105e-05
pelaku,6.704872938648258e-06,0.00012456278910100228,0.00016501782429618054
pelamar,0.0001771678967072604,7.141735476299816e-06,3.601419390355273e-05
pelanggan,8.660268303178533e-05,7.137488735365119e-06,0.002248355117004419
pelanggannya,6.648390045367083e-06,7.126165671510472e-06,0.00010771456826743385
pelanggaran,7.313231040878624e-05,7.756832623413273e-05,4.1167128154723725e-05
pelanngan,6.648390042376178e-06,7.126165668123792e-06,4.039296304373481e-05
pelaporan,4.4693620098651356e-05,7.127804906048258e-06,0.00020383162553032336
pelatih,0.002599511559903092,7.1357363998134715e-06,6.7321605804636364e-06
pelatihan,0.00010258472219485953,0.001261621202573958,0.00030651062917675547
pelatihnya,3.9890339850682426e-05,7.126165690544615e-06,6.732160589643488e-06
pelayan,6.648390042088189e-06,7.126165667764528e-06,0.00014137537088923703
pelayanan,0.0006576079471585576,4.8218694127789526e-05,0.002405543747980911
pele,6.684371030802214e-06,4.083780386096831e-05,8.508804118779755e-06
pelengkap,3.989033980539874e-05,7.126165715355106e-06,6.732160612058845e-06
pelestarian,0.00027243083441573116,7.189297291408423e-06,6.827604657132046e-06
pelevelan,7.306315225919759e-05,7.126165691887378e-06,6.802169309826761e-06
pelolahan,6.648390033505225e-06,7.1261656579119935e-06,4.0392963062364796e-05
pelopor,6.648390068082124e-06,7.1261656974141695e-06,4.0392962990033814e-05
peluang,0.00014326505212293016,9.691295205832607e-05,0.00012017965531052167
peluru,3.9890339863484035e-05,7.126165683500123e-06,6.7321605833356355e-06
pemadam,0.00013961623056253061,7.1261657446167805e-06,4.0392921892217915e-05
pemafaatan,6.648390054485107e-06,7.126165681976486e-06,4.039296301838641e-05
pemahaman,0.00010380765478182496,0.0001052131421160791,0.0004215793683411873
pemahmanpemahaman,3.989033973394457e-05,7.126165754717216e-06,6.732160647227252e-06
pemain,0.007552432202769561,7.156513318264279e-06,6.844074596152227e-06
pemainan,3.986904101154422e-05,7.12616570950988e-06,6.753727778808191e-06
pemainnya,7.313228988016968e-05,7.12616566786518e-06,6.7321605691757315e-06
pemakai,6.648390059881968e-06,7.126165688188071e-06,4.039296300705335e-05
pemakaian,6.648390054458508e-06,7.126165681952829e-06,4.0392963018435696e-05
pemanfaatan,0.0003593561812801818,1.591727169290395e-05,0.0006847600425211147
pemanfaatannya,6.648390054485107e-06,7.126165681976486e-06,4.039296301838641e-05
pemanggilan,6.648390071194515e-06,7.12616570109537e-06,4.0392962983404514e-05
pemangku,3.983475256084477e-05,7.126165704730527e-06,6.788448272644116e-06
pemantuan,7.310660149765961e-05,7.12616568931076e-06,6.7581726081468955e-06
pemaparan,6.8361327123852074e-06,7.79134243827746e-05,6.9902202352352365e-06
pemasalah,3.989033984645747e-05,7.126165692816969e-06,6.732160591774946e-06
pemasangan,6.727708121229316e-06,7.126165699221941e-06,7.397344813290405e-05
pemasangannya,6.648390068762491e-06,7.1261656983394674e-06,4.0392962988470726e-05
pemasaran,0.00010037271002935818,7.177885045063314e-06,0.00011374285844380952
pemasok,6.754104853402421e-06,7.126165696271586e-06,0.00014126832403133478
pemasukan,6.800305851163744e-06,7.126165731307486e-06,7.389993563231876e-05
pematang,6.794925814674769e-06,7.126165727881041e-06,4.024458084618655e-05
pemb,0.0002468449366151665,0.0001140605228478347,0.00010007757642502117
pembaca,6.840229857010245e-05,4.756898789367559e-05,6.975810953007676e-06
pembacaan,7.29698049025788e-05,7.12616574904513e-06,6.8966928004314605e-06
pembagian,1.2896116141678082e-05,0.00043212948543196693,0.00013747363186602054
pembaharuan,6.6483900700609046e-06,7.215651827025894e-06,4.030842453884976e-05
pembahasan,6.740049954827026e-05,4.275699917328199e-05,1.2536167036152428e-05
pembakaran,7.313228982097854e-05,7.126165700264586e-06,6.732160598504383e-06
pemband,6.999125935015241e-06,0.0002251030202170596,0.00010339929604245935
pembandingan,6.849534100334203e-06,4.254139459664204e-05,6.732160626934008e-06
pembangkitan,6.648390052541286e-06,7.126165679812941e-06,4.0392963022398665e-05
pembangun,6.740903744358146e-06,4.211686843932039e-05,7.24321388031773e-06
pembangunan,0.0007559228629185047,0.00014397436823204474,0.00019588054439861617
pembantu,6.6518892083253035e-06,7.126165684396704e-06,4.038941977248865e-05
pembata,6.648390073011172e-06,4.275699353643775e-05,6.7321606011229504e-06
pembatalan,6.648390042376178e-06,7.126165668123792e-06,4.039296304373481e-05
pembatasan,6.648390121324329e-06,7.378154603782179e-06,4.015490647479783e-05
pembawa,6.648390067106387e-06,4.27569935492759e-05,6.732160594973855e-06
pembayaran,0.0006530917212320125,7.164200860344187e-06,9.264528966976737e-05
pembeda,6.74090374435814e-06,4.211686843932092e-05,7.243213880317233e-06
pembelajan,6.64839005936554e-06,7.126165687601642e-06,4.03929630081303e-05
pembelajar,6.648390062345124e-06,7.1261656911103665e-06,4.0392963001798424e-05
pembelajaran,0.0005152522959920463,0.00020090298337524623,0.008363412772750465
pembelajaraninteraktif,6.64839007284766e-06,7.1261657030257255e-06,4.039296297990689e-05
pembelajarannya,9.93852622267446e-06,7.126165723760818e-06,0.00013804377853814998
pembelajarantutori,3.9805980652446376e-05,7.126165718864013e-06,6.817582697211867e-06
pembelajarn,6.774350211998129e-06,7.1261657333232385e-06,4.0265415698849734e-05
pembelajran,6.649876876674214e-06,7.126165678865454e-06,7.405226007996951e-05
pembelian,0.0002837827310191619,7.139035988896153e-06,0.00019734497081997678
pembenahan,6.648390059881968e-06,7.126165688188071e-06,4.039296300705335e-05
pembengkakan,2.982170338009835e-05,7.1261658076822e-06,5.0588465612578574e-05
pembentuk,6.648390058297542e-06,4.275699356827373e-05,6.732160585946336e-06
pembentukan,4.5236144142081014e-05,0.00025803582118585086,0.00020187255062317113
pemberdayaan,7.313228985333535e-05,7.126165682542966e-06,6.732160582481804e-06
pemberi,8.824318757884571e-05,7.155593526149391e-06,9.238547076533397e-05
pemberian,0.0009351170529108273,0.00023366378818282993,6.434119668859465e-05
pemberitahuan,6.776880386296686e-06,3.9578443818597466e-05,0.0001105872671116421
pemberlakuan,6.648390037372545e-06,4.275699361374377e-05,6.7321605641791815e-06
pembeyaran,3.9832013924764845e-05,7.126165719965587e-06,6.791221401476211e-06
pembiayaan,7.84950877285531e-06,7.810817577127921e-05,7.310169714125682e-05
pembimb,0.00014700094773198476,7.183210282248851e-06,0.00020116527890987545
pembinaan,0.0001780947019676191,7.184276663787995e-06,6.86963243098178e-05
pembobotan,0.0010863529156411012,0.00016848334481854834,0.00027572358933290145
pembobotannya,3.989033983941957e-05,7.126165696712469e-06,6.7321605952213754e-06
pemborosan,6.648390048965549e-06,7.151884876911505e-06,7.402946845609747e-05
pembuat,3.989033987930937e-05,7.126165674865982e-06,6.732160575467733e-06
pembuatan,0.0015381768828203139,9.483044430261187e-05,0.0015708273536522693
pembuatannya,7.31322941580742e-05,7.126165777547693e-06,7.405376136337059e-05
pembuktian,6.648390236102817e-06,7.77225456955767e-05,7.360653310347867e-06
pembulatan,6.648390046766357e-06,4.275699359336948e-05,6.7321605739147055e-06
pembulu,6.648390048793354e-06,4.2756993588988715e-05,6.732160576000701e-06
pembuluh,6.648390040048302e-06,0.001503620945033522,6.732160566944253e-06
pembumian,3.989033980539874e-05,7.126165715355106e-06,6.732160612058845e-06
pembunuh,7.232156396879182e-05,7.508323097839415e-06,4.0852876362254874e-05
pembutan,3.9793637526035974e-05,7.126165710429563e-06,6.830081356475169e-06
pemecahan,7.406225394143825e-06,8.628480378724609e-05,0.00016680843084457603
pemegang,6.9588305849369855e-06,7.79904256627504e-05,6.793232468875589e-06
pemekasan,3.989033983918152e-05,7.126165696799554e-06,6.732160595380154e-06
pemeliharaan,0.00014047012635879492,7.169667597728971e-06,0.00014046957811019147
pemenang,0.00010635159247897872,7.126165669201747e-06,6.755093317031755e-06
pemenggalan,0.00020603131573620014,7.1769236032031964e-06,6.753849694005058e-06
pemenuhan,6.22870708208276e-05,7.12616574538765e-06,0.00011869643848359854
pemerataan,0.001015613203930291,7.142295607643124e-06,6.218471230810371e-05
pemeriksaan,0.00014539407257263375,0.0001434253907084504,6.761433859240801e-06
pemeringkatan,6.648390044566679e-06,7.1261656705057446e-06,0.0003096793839588381
pemerintah,0.0011115369365253271,7.169274492105349e-06,0.0005035996835901651
pemerintahan,0.0004377884522662535,3.9936647037470964e-05,0.0001787185378540167
pemerintahnya,3.9890339851816725e-05,7.126165689947507e-06,6.732160589058993e-06
pemerkirakan,6.6483900623968725e-06,7.150634811085409e-06,4.036984677731374e-05
pemerograman,6.648390115625599e-06,4.275699666990515e-05,4.03929602123968e-05
pemerolehan,3.932812009546412e-05,7.32689850557542e-06,7.1118300670700794e-06
pemesan,6.6518892083253035e-06,7.126165684396704e-06,4.038941977248865e-05
pemesanan,6.676826661468604e-06,7.126165675025292e-06,0.0010838490491763685
pemetaan,0.0007963808401357614,4.3888635264438876e-05,0.0002831255956096409
pemetaannya,3.9890339875958126e-05,7.126165676660158e-06,6.732160577166209e-06
pemetaanya,3.989033987752843e-05,7.126165675850485e-06,6.732160576341036e-06
pemfaktoran,6.648390134592911e-06,4.241650307059671e-05,7.053825315237445e-06
pemicu,3.893293225901383e-05,4.275699003976909e-05,4.136243777602738e-05
pemikiran,6.648390073993177e-06,4.27569935343664e-05,6.732160602085395e-06
pemilahan,6.648390049581182e-06,7.126165676260998e-06,4.0392963028751656e-05
pemilih,6.772408742495875e-06,0.00011382580319559893,6.788763321926092e-06
pemilihan,0.003976734974221646,4.006149764501728e-05,0.000163107987366956
pemilihanpenetapan,7.1772773887173924e-06,7.1261658129286595e-06,3.985741151496828e-05
pemilik,6.67925625931471e-05,7.136777210406809e-06,0.00018144575743695105
pemimpin,3.9491057860837505e-05,7.126165781073466e-06,7.136473495378322e-06
peminat,4.5868694740442864e-05,7.126165769215065e-06,6.800008285395235e-05
peminatan,0.0005715357645994759,7.12616569625372e-06,6.960780437958886e-06
peminatannya,3.976873050502185e-05,7.126165719013367e-06,6.855302200858009e-06
peminatnya,6.684643283489615e-06,7.136695692608669e-06,7.400710780195188e-05
peminjaman,6.648390052026947e-06,7.126165679091047e-06,0.00014137537086847266
pemisah,6.648390048840206e-06,4.2756993588881576e-05,6.7321605760544835e-06
pemisahan,6.648390139736799e-06,5.081713217479887e-05,3.277846889286276e-05
pemodelan,0.00010815316340336382,0.0003644091156427488,0.0004079396739940486
pemodelannya,6.648390115912625e-06,3.553090880734983e-05,4.721951828842591e-05
pemograman,7.009463549493157e-06,7.12616570326757e-06,0.0001410097477778889
pemohon,0.00010108453952955733,1.2776311614329896e-05,6.750761922186084e-06
pemompa,6.648390068106753e-06,7.12616569765821e-06,4.039296298977833e-05
pemorograman,6.652429247606346e-06,7.126165701107153e-06,4.038887291285912e-05
pemotongan,3.984806670570004e-05,0.00011401868760506766,6.774930799678777e-06
pemprosesan,6.686083209853647e-06,7.127756874967311e-06,0.00010767489693847011
pemroggraman,6.648390103500817e-06,7.126165737970413e-06,4.039296291585463e-05
pemrograman,0.00026504796946411925,7.152618114300134e-06,0.0007548758033252742
pemroresan,6.9374035427399834e-06,4.2447210536692445e-05,6.73216064999567e-06
pemros,6.6483900589374096e-06,4.274431003133439e-05,6.744142850537499e-06
pemrosesan,2.4205352411307872e-05,0.0003241914145400813,0.00029531368715859935
pemuda,7.313228984908159e-05,7.12616568487279e-06,6.732160584588141e-06
pemula,3.9890339827799024e-05,7.126165703060882e-06,6.732160600990879e-06
pemunculan,3.889027223824355e-05,7.126165856059504e-06,7.744829018938454e-06
pemusatan,6.648390050282191e-06,7.126165677115953e-06,7.405376564221077e-05
pemutar,3.9746602260975624e-05,7.126165724449795e-06,6.8777092583159515e-06
pemutaran,6.648390060693345e-06,4.2756993563166496e-05,6.73216058834518e-06
pemvalidasian,8.715668741825671e-05,7.2228898209203265e-06,2.610048024227091e-05
pena,6.648390046420892e-06,4.275699359412791e-05,6.732160573548044e-06
penajaman,6.6483900518930516e-06,4.2756993582240526e-05,6.732160579237008e-06
penaklukan,3.9890339851816725e-05,7.126165689947507e-06,6.732160589058993e-06
penalaran,7.313228983547114e-05,7.126165692412013e-06,6.732160591247639e-06
penalti,3.989032902932007e-05,7.831022090499676e-05,6.805481949562116e-06
penambahan,0.00022801985743141776,5.8385778736810704e-05,0.0003063795565856807
penambangan,6.648390109971136e-06,7.400001522065144e-06,4.013426748225921e-05
penampilan,3.989032702381093e-05,7.838783556687789e-05,6.732160626637151e-06
penanaman,6.8211450478968955e-06,7.215366481299662e-06,4.013376239597773e-05
penanda,7.295934491274781e-05,7.126165756332372e-06,6.907284580513727e-06
penangan,8.71266758045391e-06,7.126165935037086e-06,3.830267510355879e-05
penanganan,0.0003519588395629757,0.00019815830678837932,4.883441134587284e-05
penanganannya,9.41195928136261e-05,4.3866531301460966e-05,1.809302635893124e-05
penangannya,6.648390064144118e-06,7.1319307693064264e-06,4.0387516672458274e-05
penangganan,6.922215962332536e-06,4.2463489519458744e-05,6.732160676596443e-06
penanggulangan,0.00017285818528371547,7.830680029270116e-05,6.8086564250481135e-06
penangkap,6.648390057131644e-06,7.838782165448006e-05,6.732160584653121e-06
penat,8.111901727961156e-06,4.118830887966148e-05,6.732160734756529e-06
penataan,3.987000450211506e-05,7.147962396171967e-06,6.73216059843982e-06
penataran,7.313228983161852e-05,7.126165694423403e-06,6.732160593248615e-06
penawar,3.989033983616198e-05,7.1261656984454906e-06,6.732160596882799e-06
penawaran,3.9890335581519197e-05,2.4067529450750635e-05,5.804909294990126e-05
pencaharian,6.721295408038567e-06,7.12616571936686e-06,4.03191390130619e-05
pencahayaan,4.1348703744503906e-05,0.00021921772779629706,6.855199231685933e-06
pencahayaannya,6.648390043858175e-06,4.2756993599666135e-05,6.7321605709110555e-06
pencak,7.313228984383024e-05,7.126165687786924e-06,6.7321605871526285e-06
pencapaian,8.235048876433547e-06,4.501244774945831e-05,0.0002722811802809531
pencapaiannya,6.648390063088612e-06,7.126165691899461e-06,4.039296300030009e-05
pencapain,7.308216393624617e-05,7.126165677452589e-06,6.782918096988652e-06
pencapian,7.308216393624604e-05,7.126165677452589e-06,6.78291809698881e-06
pencari,4.787851467443294e-05,7.187664127194754e-06,0.0007727836957381922
pencarian,0.00036667413554812914,0.0033703155564645516,0.0016150339126042126
pencariannya,6.648390166521667e-06,7.168654371708205e-06,0.00014133523125608636
pencatat,0.00010602392262744613,7.5016577974315106e-06,6.732160648119325e-06
pencatataan,6.648390131603557e-06,4.2478540549290186e-05,6.995217886566141e-06
pencatatan,0.0003925955943479894,7.1842984851919354e-06,0.0004573871209607165
pencatatanya,3.989033985432811e-05,7.126165688503342e-06,6.732160587880289e-06
pencegah,6.6483900506630725e-06,7.126165677659531e-06,7.405376564131157e-05
pencegahan,0.00018276496909621232,7.304819703535146e-06,9.751413563495437e-05
pencerminan,6.996115035451217e-06,7.126165796463832e-06,4.004085655168995e-05
pencernaan,0.0002725659213227475,7.1292145970229755e-06,6.747576366063265e-06
pencetakan,3.969936644772749e-05,7.126165761494112e-06,6.925540213540457e-06
pencinta,6.759260162267237e-06,4.263815592947473e-05,6.7321606208052196e-06
pencirian,6.648390047200498e-06,4.275699359242362e-05,6.732160574368666e-06
pencitraan,7.304730467046169e-05,7.126165692640546e-06,6.818216579385097e-06
pencocokan,9.80986864616658e-05,0.0003365772964727686,6.823404822248635e-06
pencurian,6.651049896423079e-06,0.00022084378009183,6.793097136594832e-06
pendaftar,8.002820328132186e-05,7.089881796243064e-05,6.82429529955816e-06
pendaftaran,0.0001720203978530477,7.18357170425079e-06,0.00047877746275922623
pendaftatr,6.648390087305497e-06,4.266691785697258e-05,6.817255989315193e-06
pendahuluan,6.648390060569778e-06,7.1261656888923675e-06,4.039296300569152e-05
pendahulupendahulu,7.218660169890919e-06,4.2145741789147106e-05,6.732160720830756e-06
pendalaman,6.648390050330459e-06,7.1261656771950196e-06,4.0392963027110546e-05
pendamp,7.300454566637644e-05,7.193875475735e-06,6.7975482371713515e-06
pendapat,1.6166466560560955e-05,0.00011851771854706557,0.0004977558787039632
pendapatan,0.0002524695237943888,3.7352273781972446e-05,0.0001668491752292297
pendapatnya,6.70258918281929e-06,7.299650045522108e-06,7.383499116137186e-05
pendapatpendapat,6.648390063702413e-06,7.155178041854789e-06,7.402635735503845e-05
pendataan,0.0002513597068548311,0.00020767929536137108,7.063321023199957e-06
pendatang,0.00010637423986855106,7.126165667706062e-06,6.732160569029594e-06
pendayagunaan,3.9890339899467844e-05,7.12616566377559e-06,6.732160565532543e-06
pendek,9.419172274005455e-05,0.0001270766435430297,6.732160637405958e-06
pendekatan,0.0002839506329192812,0.0014286808992152462,0.0008738781762902701
pendeketan,6.64839008048607e-06,7.126165711877038e-06,4.039296296381024e-05
